videoId,title,publishedAt,viewCount,likeCount,commentCount,duration,channelId,channelName,url
CC3Oe2CypeA,FAKTENFREIE HETZKAMPAGNE der Union! Heidi Reichinnek spricht Klartext zur Grundsicherung,2026-01-16T09:20:34Z,66401,4145,231,PT48S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=CC3Oe2CypeA
SmIsNQjSHks,Kündigung An WEIHNACHTEN! Linke Caren Lay ENTLARVT Superdreiste Praktiken!,2026-01-15T18:00:37Z,2327,348,58,PT3M18S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=SmIsNQjSHks
apbgGCEGYHQ,Das ist ein ANGRIFF auf uns ALLE! Heidi Reichinnek und Cansin Köktürk rechnen mit Merz' ab!,2026-01-15T17:07:27Z,13730,1697,105,PT1M7S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=apbgGCEGYHQ
rYMXxrwknCw,UNFASSBARE Hetze! Heidi Reichinnek ENTHÜLLT Wie Merz BÜRGER Manipuliert!,2026-01-15T15:05:39Z,40661,3298,637,PT4M4S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=rYMXxrwknCw
o0cgFUvmypM,Wolf Im Schafspelz! Linker DURCHSCHAUT Den Schwarzen Metzger!,2026-01-15T11:01:25Z,959,209,42,PT2M35S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=o0cgFUvmypM
FBNIesGm228,Heidi Reichinnek Schmiert Brote Für Milliardäre!,2026-01-14T06:30:09Z,23846,2388,269,PT50S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=FBNIesGm228
yFEd0Om-Jww,🔴 Die Alten Ordnungen Sterben! Nicht Nur Im Iran!,2026-01-13T18:06:28Z,6515,815,47,PT53S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=yFEd0Om-Jww
Q9RcAW6N6SM,Merz Weiter AM ABDRIFTEN! Heidi Reichinnek & Sören Pellmann Finden HARTE WORTE!,2026-01-13T15:59:08Z,4156,476,206,PT15M43S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Q9RcAW6N6SM
lLkNvdT0vuM,Pressekonferenz DIE LINKE im Bundestag | 13:45 Uhr am 13. Januar 2026,2026-01-13T13:18:38Z,3979,382,76,PT16M4S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=lLkNvdT0vuM
9q81vnSDgbQ,Mit Dorothee Bär Zum MOND! Linke Anne-Mieke Bremer PLATZT Der Kragen!,2026-01-12T14:22:04Z,3344,505,146,PT3M34S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=9q81vnSDgbQ
7yhpOc7WIVk,SCHONUNGLOS Abgerechnet! Linke Abgeordnete ENTLARVT Den HEUCHLER Friedrich Merz!,2026-01-11T17:00:12Z,3060,544,88,PT4M,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=7yhpOc7WIVk
Z531y8IyA6c,Deutschland Hat Glaubwürdigkeit VERSPIELT! Linker ENTHÜLLT Folgen Von Zusammenarbeit Mit Taliban!,2026-01-10T17:00:59Z,1437,274,51,PT3M16S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Z531y8IyA6c
h0J4jSjiEqQ,💪 Mit POWER Ins Jahr 2026! Offensiv Organisieren Wir Widerstand & Hoffnung!,2026-01-09T16:53:36Z,9863,1616,106,PT1M23S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=h0J4jSjiEqQ
8h3QCfOpBx8,"Pressekonferenz zum Jahresauftakt | Heidi Reichinnek, Jan van Aken, Sören Pellmann",2026-01-09T14:44:57Z,7330,887,234,PT23M13S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=8h3QCfOpBx8
_WuThfk625Q,🔴Abgeordneter Legt Finanzen KOMPLETT OFFEN! Ates Gürpinar Von Die Linke Spricht Über Seine Diät 💶,2026-01-09T08:19:45Z,25466,3699,276,PT2M55S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=_WuThfk625Q
wEcQMEexBkc,RIESIGER Schaden Angerichtet! Linker Sascha Wagner Spricht KLARTEXT Zu Friedrich Merz!,2026-01-08T17:01:39Z,1941,319,61,PT3M36S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=wEcQMEexBkc
IW3w3TTwFK0,KEINE CHANCE Gegen Aura Von Dietmar Bartsch! Zwischenfrage Geht NACH HINTEN LOS!,2026-01-07T17:00:25Z,4449,516,108,PT6M43S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=IW3w3TTwFK0
cPaR5q2v1dQ,Wadephul Macht FASSUNGSLOS! Linke Katrin Fey ENTLARVT Kompletten IRRSINN!,2026-01-06T15:00:27Z,1529,252,42,PT2M20S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=cPaR5q2v1dQ
Y8ML5VkZlTs,AfD RASTET AUS! Luke Hoss ENTHÜLLT Was Sie VERBERGEN WOLLEN!,2026-01-05T14:00:57Z,11993,998,154,PT2M32S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Y8ML5VkZlTs
0xKwEJ7KVTQ,INKOMPETENTE Merz-Truppe! Linke Mareike Hermeier SPRICHT KLARTEXT!,2026-01-04T14:00:02Z,2432,291,86,PT2M26S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=0xKwEJ7KVTQ
q0HLWlbP2oI,Zurück Zum FAXGERÄT! Linker Sascha Wagner FASSUNGSLOS Über GroKo-Ignoranz!,2026-01-03T14:01:30Z,3529,412,66,PT4M11S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=q0HLWlbP2oI
T6JhAKoEWqs,Millionärs-Minister MACHEN UNS ARM! Linke Sonja Lemke SPRICHT KLARTEXT!,2026-01-02T14:00:06Z,3265,442,58,PT3M34S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=T6JhAKoEWqs
nLZ6dmfS-wo,🥶FRIERST Du Schon Oder HEIZT Du Noch?,2026-01-02T09:57:18Z,8391,1029,101,PT47S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=nLZ6dmfS-wo
VN-inEPPCvY,Bald FUNKTIONIERT NICHTS Mehr! Linke Sahra Mirow BELEGT Gravierende Folgen Von Merz-Ideologie!,2025-12-31T14:01:01Z,4127,527,94,PT8M1S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=VN-inEPPCvY
ZSDUiXnVmOc,Städte IM WÜRGEGRIFF! sPD-IRRSINN Von Linkem Christian Görke AUFGEDECKT!,2025-12-30T14:00:55Z,1716,281,48,PT3M5S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=ZSDUiXnVmOc
Nyr2Ky84Q30,Auf Ein GERECHTES Neues Jahr: Die Linke Im Bundestag KÄMPFT Weiter! ✊,2025-12-30T11:13:01Z,14446,1916,132,PT1M1S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Nyr2Ky84Q30
MOKqpQ44rYA,UNFASSBARE Verdrehung! Linker David Schliesing NIMMT CDU-Fraktion AUSEINANDER!,2025-12-29T14:00:30Z,3577,396,69,PT2M6S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=MOKqpQ44rYA
vzcZmVj9TPA,Sie Wollen Es VERBERGEN! Linke Isabelle Vandre DECKT Wahre AfD-Interessen AUF!,2025-12-28T14:01:37Z,2376,340,77,PT2M10S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=vzcZmVj9TPA
VYC3Z4-VRhQ,Völliger Irrsinns-Vorschlag! Linker Vinzenz Glaser BLAMIERT Die AfD!,2025-12-27T14:01:00Z,6084,579,118,PT2M14S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=VYC3Z4-VRhQ
LtmRJNtXDFk,Best Of Die Linke im Bundestag 2025,2025-12-27T12:35:59Z,10877,1164,156,PT1M20S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=LtmRJNtXDFk
XnhWptOoBLQ,"UNTERLASSENE Hilfeleistung! Mareike Hermeier ENTLARVT Fahrlässigkeit Von CDU, sPD!",2025-12-23T14:00:56Z,1963,264,37,PT1M51S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=XnhWptOoBLQ
OFj5bB_57LM,Weihnachten Mit LINKS! Gregor Gysi Wünscht Ein Stabiles Fest! ❤️💫✊,2025-12-23T08:59:20Z,24519,2776,200,PT50S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=OFj5bB_57LM
kFdG39Y1bVY,NULL Ahnung Vom Leben Der Bürger! Merz GENERVT Von Linken In FRAGERUNDE!,2025-12-22T14:01:20Z,10877,649,141,PT4M6S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=kFdG39Y1bVY
Drxd6l-a5vs,Musks Schoßhündchen! Heidi Reichinnekt TEILT im Bundestag AUS!,2025-12-21T14:00:18Z,24125,2760,454,PT6M5S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Drxd6l-a5vs
1PaxXWoYtrw,ERSCHRECKENDE Erkenntnisse! Anne-Mieke Bremer Sagt Was KEINER WISSEN SOLL!,2025-12-20T14:00:04Z,5279,816,145,PT5M4S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=1PaxXWoYtrw
BBAHaO1u82E,HARTE Abrechnung Mit Merz! Linker Christian Görke RÄUMT AUF!,2025-12-19T17:00:31Z,2410,325,64,PT4M9S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=BBAHaO1u82E
SphcbKhVql4,SO DREIST Täuscht Die GroKo! Linke Doris Achelwim ENTLARVT Augenwischerei!,2025-12-19T14:00:51Z,1042,217,31,PT2M18S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=SphcbKhVql4
3BzQe4ymGqQ,Ines Schwerdtner gibt Bundestag REALITY CHECK!,2025-12-19T12:27:46Z,31275,2719,150,PT1M13S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=3BzQe4ymGqQ
06OwgzNxxUg,Mareike Hermeier BLAMIERT AfD Bis Auf DIE KNOCHEN!,2025-12-18T18:30:03Z,6079,546,48,PT3M20S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=06OwgzNxxUg
dYl9Sx8ce7c,Heidi Reichinnek Attackiert Merz! Die Angst Der RECHTEN Vor Europa!,2025-12-18T16:15:42Z,11030,1656,110,PT1M7S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=dYl9Sx8ce7c
3YUQYJAPQTA,Merz BEGREIFT NICHTS! Ines Schwerdtner PLATZT DER KRAGEN!,2025-12-18T14:30:02Z,48504,3980,614,PT5M3S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=3YUQYJAPQTA
5bpww0PgrEE,KEIN HERZ Von Merz! Linke Mandy Eißing DECKT Die Überheblichkeit AUF!,2025-12-18T13:00:08Z,1179,219,24,PT3M11S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=5bpww0PgrEE
wghzgCaqbPg,🤯Horrostories Einer Abgeordneten! DAS Bedeutet Armut Im Reichen Deutschland!,2025-12-18T10:03:34Z,12238,1970,213,PT2M38S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=wghzgCaqbPg
NbQCjavX1dY,🚩 AUCH DU Gehörst Zur ARBEITERKLASSE 🚩 Mechatroniker Im Bundestag FÜR DICH!,2025-12-18T06:00:16Z,9119,1220,102,PT48S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=NbQCjavX1dY
vNiJ8A1OZwU,Lobby-Ministerin Schlägt Wieder zu! Linker Fabian Fahl ENTHÜLLT Extremes RISIKO!,2025-12-17T14:01:38Z,3023,394,68,PT3M13S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=vNiJ8A1OZwU
5rMh_0PuSfw,So gefährlich ist die neue Grundsicherung...,2025-12-17T12:53:14Z,10458,801,71,PT28S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=5rMh_0PuSfw
kN-1cMPRYJA,"Hey Chat GPT, bitte schreib mir eine wütende linke Caption über KI Nutzung!",2025-12-17T08:47:47Z,16931,1648,156,PT1M45S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=kN-1cMPRYJA
FqDazqfO2m8,Pressekonferenz DIE LINKE im Bundestag | 13:45 Uhr am 16. Dezember 2025,2025-12-16T13:07:03Z,5154,505,98,PT16M26S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=FqDazqfO2m8
UKi0rZbkLP4,In your 20s they will tell you...,2025-12-16T08:56:36Z,13805,948,71,PT13S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=UKi0rZbkLP4
ZJQNAHPu1mU,Frauen An Den HERD! Maik Brückner ENTLARVT Rechtsextreme AfD-Agenda!,2025-12-15T17:00:56Z,2233,304,73,PT2M50S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=ZJQNAHPu1mU
u1p2BdIE7f0,Gleichheit im ZWANG! Linke Desiree Becker DECKT Pistorius' Pläne AUF!,2025-12-15T14:08:57Z,983,155,54,PT2M52S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=u1p2BdIE7f0
_C0t5EMyqWo,PLANLOSE AfD & CDU Kriegen LEHRSTUNDE Von Linkem Mirze Edis!,2025-12-14T14:00:55Z,2724,369,53,PT3M23S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=_C0t5EMyqWo
rUQlYnRYbYA,Für Die WENIGEN! Linke Donata Vogtschmidt ERWISCHT Merz-Regierung!,2025-12-12T17:01:37Z,4629,565,57,PT6M18S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=rUQlYnRYbYA
4YFMU5gff4Y,"Nur Gutes Tun, Wenn Es Passt! Linker Maik Brückner DECKT Deutschlands Heuchelei AUF!",2025-12-12T14:00:15Z,810,145,29,PT2M6S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=4YFMU5gff4Y
Ta77E4bOz2s,EU Kippt Verbrenneraus! Mit Vollgas In Die Falsche Richtung!,2025-12-12T09:59:56Z,13168,1670,118,PT1M9S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Ta77E4bOz2s
2hz_Z_V6zBE,GroKo VERHÖHNT Uns! Linker Luigi Pantisano ENTLARVT Deutschland-Ticket Stuss!,2025-12-11T17:00:04Z,1445,229,36,PT2M28S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=2hz_Z_V6zBE
izBWVIWVghs,Lea Reisner Spricht Aus Was Merz NICHT HÖREN Will! Man Kann Ihm NICHT TRAUEN!,2025-12-11T15:30:27Z,1315,227,33,PT2M37S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=izBWVIWVghs
XwgM8wEFok4,AfD-Hinterbänkler BLAMIERT SICH! Ines Schwerdtner VERPASST Abgeordneten DENKZETTEL!,2025-12-10T19:02:44Z,55794,4443,759,PT12M28S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=XwgM8wEFok4
mKzsf5sJhGg,📦Schuften Für AUSBEUTER-VEREINE! Nicht Mit Uns 🚩🚩🚩 #paket,2025-12-10T16:26:40Z,8803,1446,115,PT1M16S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=mKzsf5sJhGg
VFvSDwW19R0,Realitätscheck Für Abgeordnete! Linke Evelyn Schötz DURCHBRICHT Die Bubble!,2025-12-10T15:35:51Z,2137,302,55,PT2M55S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=VFvSDwW19R0
TS-NEAMXTis,SO Verspielt Merz Chancen! Linke Pflegekraft Legt Den FINGER IN DIE WUNDE!,2025-12-09T17:00:58Z,1352,167,20,PT2M22S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=TS-NEAMXTis
hhxr4iQq_Gk,😮 Deutschland Moralisch AM ENDE 🔫 #sudan #links,2025-12-09T16:21:45Z,5947,858,43,PT1M1S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=hhxr4iQq_Gk
84u6PHo428k,🔥Heidi Reichinnek Mit WUTREDE Gegen Das Rentenchaos Von Merz! 🤬,2025-12-09T15:25:53Z,11223,1651,86,PT1M20S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=84u6PHo428k
esKs87A-2i0,Waffen Sind Pistorius' EINZIGE ANTWORT! Linke Cansu Özdemir ENTLARVT Militäreinsatz!,2025-12-09T14:05:35Z,966,122,16,PT3M24S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=esKs87A-2i0
sNH_5GKGtWs,🔴 Ein Viertel UNBEZAHLT ARBEITEN! 🐣 Dieser Wichtige Beruf Wird ABGEDRÄNGT!,2025-12-09T09:04:16Z,33880,3201,198,PT1M49S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=sNH_5GKGtWs
pVA-f_bppC0,🔴 70 Gute Gründe Für Die #bundeswehr 😂,2025-12-08T16:27:52Z,5478,480,69,PT50S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=pVA-f_bppC0
v-Vm2z45G_M,Kriminelle Subunternehmer in der Paketbranche – Pascal Meiser rechnet im Bundestag ab!,2025-12-06T15:01:48Z,1468,260,41,PT3M16S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=v-Vm2z45G_M
LoIxe_g0mxU,Klare Ansage gegen Merz’ Wehrpflicht-Pläne – Desiree Becker kontert!,2025-12-06T09:00:37Z,1987,294,106,PT5M28S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=LoIxe_g0mxU
XVP7A8wJNdk,Union spielt Machtspielchen – Die Linke schützt 21 Mio. Rentner*innen!,2025-12-05T15:15:49Z,2057,277,89,PT4M43S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=XVP7A8wJNdk
BmJlhPcWhus,Warum die Regierung falsch hinschaut – Dr. Arndt rechnet ab!,2025-12-05T13:00:21Z,1123,187,32,PT2M39S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=BmJlhPcWhus
ku5MRRacUmQ,SO Zerstören Sie Unseren Wohlstand! Ines Schwerdtner ENTLARVT Inkompetenz Der Lobby-Regierung!,2025-12-05T09:01:15Z,3810,561,114,PT5M52S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=ku5MRRacUmQ
Pt2VLA_LqMU,UNGLAUBLICH! Maren Kaminski spricht KLARTEXT,2025-12-04T17:00:46Z,947,168,25,PT3M1S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Pt2VLA_LqMU
pDhPa9XCfa8,Pressekonferenz DIE LINKE im Bundestag | 13:45 Uhr am 2. Dezember 2025,2025-12-02T13:04:00Z,4474,386,51,PT15M35S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=pDhPa9XCfa8
BNOsgtQIsbg,Merz IGNORIERT Bürger! Linke Mandy Eißing OFFENBART,2025-11-30T14:00:18Z,1567,235,27,PT2M4S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=BNOsgtQIsbg
66JdZRAMIHw,Fahrlässige IGNORANZ! Linker Jan Köstering ENTLARVT Arbeitsverweigerung Von Innenminister Dobrindt!,2025-11-29T17:00:16Z,1063,194,17,PT3M9S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=66JdZRAMIHw
irGfJbQZiDo,Vollkommen VERANTWORTUNGSLOS! Gökay Akbulut Mit KLARTEXT Gegen Merz!,2025-11-29T14:01:20Z,1374,214,30,PT3M4S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=irGfJbQZiDo
sc3ejuoPZ2w,TÄUSCHUNG Bei Pistorius! Linker Ulrich Thoden FORDERT ENTLASSUNG Von Staatssekretär!,2025-11-28T19:01:04Z,5383,256,27,PT3M54S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=sc3ejuoPZ2w
iKwd83ukNnw,UNFASSBAR Verantwortungslos! Linker ERWISCHT GroKo Bei Dreister Arbeitsverweigerung!,2025-11-28T19:00:47Z,1636,267,32,PT4M8S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=iKwd83ukNnw
hwFi7UkcppE,Unbezahlbares Deutschlandticket! Linker Jorrit Bosch RECHNET Mit Verkehrsminister AB!,2025-11-28T17:01:17Z,2465,309,40,PT5M6S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=hwFi7UkcppE
cta9ert28vo,🔴 Heidi Reichinnek & Sören Pellmann VS. CDU & sPD aka. BlackRot,2025-11-28T15:35:30Z,19257,2029,143,PT1M7S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=cta9ert28vo
9FPGj7W6xA4,Erschütternde GroKo-Pläne! Reichinnek Und Pellman KLÄREN AUF!,2025-11-28T12:43:01Z,10770,939,238,PT8M27S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=9FPGj7W6xA4
Dvv_aSqhGf0,SO Schaffen Wir ALTERSARMUT Ab! Mit Gregor Gysi!,2025-11-28T12:28:54Z,25489,2328,179,PT56S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Dvv_aSqhGf0
NQyf2mVMTLQ,Merz SCHADET Europa! Linke Janina Böttger DECKT Sein Versagen AUF!,2025-11-28T10:00:45Z,919,161,16,PT2M8S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=NQyf2mVMTLQ
Vq2UCtJpajw,Die Grossen SCHÜTZEN SIE! Linke Isabelle Vandre DECKT AUF Wer Uns Beklaut!,2025-11-27T19:00:39Z,2590,385,61,PT3M19S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Vq2UCtJpajw
Q7nfzrf0NkU,Das Geht NICHT GUT! Linke Maren Kaminski DECKT Schockierende Erkenntnisse AUF!,2025-11-27T17:00:45Z,2314,285,43,PT3M28S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=Q7nfzrf0NkU
qaI95LgxwJo,Nur Noch REALSATIRE! Janine Wissler KONTERT Frau Reiches Arroganz Mit Wutrede!,2025-11-27T14:01:39Z,13551,1268,194,PT4M14S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=qaI95LgxwJo
NHTOdTzFK3I,"""Alles wegen wohlstandsverwahrlosten Rotzgören von der CDU!"" - Heidi Reichinnek Spricht Klartext!",2025-11-27T09:54:38Z,41116,4854,431,PT1M22S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=NHTOdTzFK3I
R-Qcf7cp8WA,Unglaubliche HEUCHELEI! Cansu Özdemir DECKT AUF Was AfD Und GroKo Teilen!,2025-11-27T06:00:21Z,2308,368,59,PT3M20S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=R-Qcf7cp8WA
vFd-26Fl2mQ,UNFASSBARE Ignoranz Der GroKo! Fabian Fahl DECKT Die Katastrophe AUF!,2025-11-26T19:01:06Z,1189,232,33,PT3M1S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=vFd-26Fl2mQ
chpjx0J7YJQ,Friedrich Merz be like,2025-11-26T17:04:29Z,17305,1383,55,PT1M6S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=chpjx0J7YJQ
GbcIMznjCbE,Sie FALTET Merz Komplett ZUSAMMEN! Heidi Reichinnek Mit Einer WAHNSINNSREDE!,2025-11-26T17:00:34Z,53757,5314,788,PT11M2S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=GbcIMznjCbE
TgKuqwrEAac,DEUTLICHE Worte An Merz! Sören Pellmann RECHNET Schonungslos AB!,2025-11-26T13:26:57Z,4137,431,67,PT9M21S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=TgKuqwrEAac
KtUSxPysy0M,Es Gibt KEINEN Generationenkonflikt! Ines Schwerdtner vs. CDU!,2025-11-26T07:43:43Z,177667,7771,291,PT1M3S,UC9YkSoqkMLb1nOYKAHov8zQ,Die Linke im Bundestag,https://www.youtube.com/watch?v=KtUSxPysy0M
