VideoID,ThreadBin,Count,Percentage
Es61Sx1a6lE,Highly Destructive,2,50.0
EsOAdVHEYbE,Constructive,2,18.2
EsOAdVHEYbE,Slight/Neutral,3,27.3
EsOAdVHEYbE,Moderately Destructive,5,45.5
EsOAdVHEYbE,Highly Destructive,1,9.1
EtYV7Y-OENI,Constructive,0,0.0
EtYV7Y-OENI,Slight/Neutral,1,100.0
EtYV7Y-OENI,Moderately Destructive,0,0.0
EtYV7Y-OENI,Highly Destructive,0,0.0
EwqXTn3jJnk,Constructive,1,100.0
EwqXTn3jJnk,Slight/Neutral,0,0.0
EwqXTn3jJnk,Moderately Destructive,0,0.0
EwqXTn3jJnk,Highly Destructive,0,0.0
Ez0kSon3DmY,Constructive,0,0.0
Ez0kSon3DmY,Slight/Neutral,0,0.0
Ez0kSon3DmY,Moderately Destructive,0,0.0
Ez0kSon3DmY,Highly Destructive,1,100.0
F06RKatZGCw,Constructive,0,0.0
F06RKatZGCw,Slight/Neutral,1,14.3
F06RKatZGCw,Moderately Destructive,6,85.7
F06RKatZGCw,Highly Destructive,0,0.0
F5i1r5CChyM,Constructive,0,0.0
F5i1r5CChyM,Slight/Neutral,0,0.0
F5i1r5CChyM,Moderately Destructive,1,100.0
F5i1r5CChyM,Highly Destructive,0,0.0
F75YnBxPVbw,Constructive,0,0.0
F75YnBxPVbw,Slight/Neutral,2,66.7
F75YnBxPVbw,Moderately Destructive,1,33.3
F75YnBxPVbw,Highly Destructive,0,0.0
FF6hD7bDudo,Constructive,0,0.0
FF6hD7bDudo,Slight/Neutral,2,40.0
FF6hD7bDudo,Moderately Destructive,3,60.0
FF6hD7bDudo,Highly Destructive,0,0.0
FGNRGstQUe4,Constructive,0,0.0
FGNRGstQUe4,Slight/Neutral,0,0.0
FGNRGstQUe4,Moderately Destructive,1,100.0
FGNRGstQUe4,Highly Destructive,0,0.0
FSMKHk2Xnx4,Constructive,0,0.0
FSMKHk2Xnx4,Slight/Neutral,0,0.0
FSMKHk2Xnx4,Moderately Destructive,1,100.0
FSMKHk2Xnx4,Highly Destructive,0,0.0
FWFjeU6rfWE,Constructive,0,0.0
FWFjeU6rfWE,Slight/Neutral,0,0.0
FWFjeU6rfWE,Moderately Destructive,2,100.0
FWFjeU6rfWE,Highly Destructive,0,0.0
FY4ZQat5y3A,Constructive,0,0.0
FY4ZQat5y3A,Slight/Neutral,0,0.0
FY4ZQat5y3A,Moderately Destructive,1,100.0
FY4ZQat5y3A,Highly Destructive,0,0.0
FYNLr7tVR7I,Constructive,2,22.2
FYNLr7tVR7I,Slight/Neutral,1,11.1
FYNLr7tVR7I,Moderately Destructive,4,44.4
FYNLr7tVR7I,Highly Destructive,2,22.2
Ff3fFj3msiY,Constructive,1,16.7
Ff3fFj3msiY,Slight/Neutral,3,50.0
Ff3fFj3msiY,Moderately Destructive,2,33.3
Ff3fFj3msiY,Highly Destructive,0,0.0
FqZ8eKFJZU4,Constructive,0,0.0
FqZ8eKFJZU4,Slight/Neutral,1,20.0
FqZ8eKFJZU4,Moderately Destructive,3,60.0
FqZ8eKFJZU4,Highly Destructive,1,20.0
FxmtPQYqryI,Constructive,1,100.0
FxmtPQYqryI,Slight/Neutral,0,0.0
FxmtPQYqryI,Moderately Destructive,0,0.0
FxmtPQYqryI,Highly Destructive,0,0.0
G1krHI9wGts,Constructive,0,0.0
G1krHI9wGts,Slight/Neutral,0,0.0
G1krHI9wGts,Moderately Destructive,1,100.0
G1krHI9wGts,Highly Destructive,0,0.0
G3SEJEG5nOM,Constructive,0,0.0
G3SEJEG5nOM,Slight/Neutral,1,100.0
G3SEJEG5nOM,Moderately Destructive,0,0.0
G3SEJEG5nOM,Highly Destructive,0,0.0
GBoTK9swxLQ,Constructive,0,0.0
GBoTK9swxLQ,Slight/Neutral,0,0.0
GBoTK9swxLQ,Moderately Destructive,1,100.0
GBoTK9swxLQ,Highly Destructive,0,0.0
GJHQUMup9Mg,Constructive,0,0.0
GJHQUMup9Mg,Slight/Neutral,0,0.0
GJHQUMup9Mg,Moderately Destructive,2,100.0
GJHQUMup9Mg,Highly Destructive,0,0.0
GRVILGRSag8,Constructive,3,60.0
GRVILGRSag8,Slight/Neutral,0,0.0
GRVILGRSag8,Moderately Destructive,2,40.0
GRVILGRSag8,Highly Destructive,0,0.0
GRW4ac7bRkQ,Constructive,0,0.0
GRW4ac7bRkQ,Slight/Neutral,1,14.3
GRW4ac7bRkQ,Moderately Destructive,4,57.1
GRW4ac7bRkQ,Highly Destructive,2,28.6
GT8cWP5OBIE,Constructive,0,0.0
GT8cWP5OBIE,Slight/Neutral,1,50.0
GT8cWP5OBIE,Moderately Destructive,1,50.0
GT8cWP5OBIE,Highly Destructive,0,0.0
GVZl14TIKcc,Constructive,0,0.0
GVZl14TIKcc,Slight/Neutral,0,0.0
GVZl14TIKcc,Moderately Destructive,1,100.0
GVZl14TIKcc,Highly Destructive,0,0.0
GWB0JMOOCOk,Constructive,0,0.0
GWB0JMOOCOk,Slight/Neutral,0,0.0
GWB0JMOOCOk,Moderately Destructive,2,100.0
GWB0JMOOCOk,Highly Destructive,0,0.0
GjyO-kGqVes,Constructive,0,0.0
GjyO-kGqVes,Slight/Neutral,1,50.0
GjyO-kGqVes,Moderately Destructive,0,0.0
GjyO-kGqVes,Highly Destructive,1,50.0
H189w4_82Dw,Constructive,0,0.0
H189w4_82Dw,Slight/Neutral,0,0.0
H189w4_82Dw,Moderately Destructive,2,100.0
H189w4_82Dw,Highly Destructive,0,0.0
H5o3DGflWt0,Constructive,0,0.0
H5o3DGflWt0,Slight/Neutral,1,100.0
H5o3DGflWt0,Moderately Destructive,0,0.0
H5o3DGflWt0,Highly Destructive,0,0.0
H8f7d2LUFFs,Constructive,0,0.0
H8f7d2LUFFs,Slight/Neutral,2,66.7
H8f7d2LUFFs,Moderately Destructive,1,33.3
H8f7d2LUFFs,Highly Destructive,0,0.0
HM4DHx83qEY,Constructive,0,0.0
HM4DHx83qEY,Slight/Neutral,0,0.0
HM4DHx83qEY,Moderately Destructive,2,100.0
HM4DHx83qEY,Highly Destructive,0,0.0
HXEAHjxO1Mc,Constructive,9,28.1
HXEAHjxO1Mc,Slight/Neutral,8,25.0
HXEAHjxO1Mc,Moderately Destructive,10,31.2
HXEAHjxO1Mc,Highly Destructive,5,15.6
HaY8lEyvrz4,Constructive,0,0.0
HaY8lEyvrz4,Slight/Neutral,0,0.0
HaY8lEyvrz4,Moderately Destructive,0,0.0
HaY8lEyvrz4,Highly Destructive,1,100.0
Hh7sba8b0Oc,Constructive,22,20.6
Hh7sba8b0Oc,Slight/Neutral,30,28.0
Hh7sba8b0Oc,Moderately Destructive,24,22.4
Hh7sba8b0Oc,Highly Destructive,31,29.0
HjgTrLo1N9Q,Constructive,0,0.0
HjgTrLo1N9Q,Slight/Neutral,0,0.0
HjgTrLo1N9Q,Moderately Destructive,0,0.0
HjgTrLo1N9Q,Highly Destructive,1,100.0
Hl6-YaeelhY,Constructive,0,0.0
Hl6-YaeelhY,Slight/Neutral,0,0.0
Hl6-YaeelhY,Moderately Destructive,2,100.0
Hl6-YaeelhY,Highly Destructive,0,0.0
HzKsaf1Iis4,Constructive,0,0.0
HzKsaf1Iis4,Slight/Neutral,1,50.0
HzKsaf1Iis4,Moderately Destructive,1,50.0
HzKsaf1Iis4,Highly Destructive,0,0.0
I5TxzJSUz98,Constructive,3,75.0
I5TxzJSUz98,Slight/Neutral,0,0.0
I5TxzJSUz98,Moderately Destructive,1,25.0
I5TxzJSUz98,Highly Destructive,0,0.0
I6LiUDFmQYQ,Constructive,0,0.0
I6LiUDFmQYQ,Slight/Neutral,0,0.0
I6LiUDFmQYQ,Moderately Destructive,2,100.0
I6LiUDFmQYQ,Highly Destructive,0,0.0
IBeypgGqM28,Constructive,0,0.0
IBeypgGqM28,Slight/Neutral,1,100.0
IBeypgGqM28,Moderately Destructive,0,0.0
IBeypgGqM28,Highly Destructive,0,0.0
ICSAxp_-6co,Constructive,0,0.0
ICSAxp_-6co,Slight/Neutral,1,100.0
ICSAxp_-6co,Moderately Destructive,0,0.0
ICSAxp_-6co,Highly Destructive,0,0.0
IDI5BRaZG9Q,Constructive,0,0.0
IDI5BRaZG9Q,Slight/Neutral,0,0.0
IDI5BRaZG9Q,Moderately Destructive,0,0.0
IDI5BRaZG9Q,Highly Destructive,1,100.0
ILC9CYg5d7o,Constructive,2,66.7
ILC9CYg5d7o,Slight/Neutral,1,33.3
ILC9CYg5d7o,Moderately Destructive,0,0.0
ILC9CYg5d7o,Highly Destructive,0,0.0
INYHeAvMsvs,Constructive,0,0.0
INYHeAvMsvs,Slight/Neutral,0,0.0
INYHeAvMsvs,Moderately Destructive,1,100.0
INYHeAvMsvs,Highly Destructive,0,0.0
I_BPCb-5s_Y,Constructive,0,0.0
I_BPCb-5s_Y,Slight/Neutral,0,0.0
I_BPCb-5s_Y,Moderately Destructive,1,100.0
I_BPCb-5s_Y,Highly Destructive,0,0.0
Ih1O0JpOInA,Constructive,0,0.0
Ih1O0JpOInA,Slight/Neutral,0,0.0
Ih1O0JpOInA,Moderately Destructive,1,100.0
Ih1O0JpOInA,Highly Destructive,0,0.0
IvXIpZWRWe0,Constructive,0,0.0
IvXIpZWRWe0,Slight/Neutral,1,100.0
IvXIpZWRWe0,Moderately Destructive,0,0.0
IvXIpZWRWe0,Highly Destructive,0,0.0
J1TtGHgiQEQ,Constructive,4,33.3
J1TtGHgiQEQ,Slight/Neutral,3,25.0
J1TtGHgiQEQ,Moderately Destructive,4,33.3
J1TtGHgiQEQ,Highly Destructive,1,8.3
JRIZCwVdUAM,Constructive,0,0.0
JRIZCwVdUAM,Slight/Neutral,0,0.0
JRIZCwVdUAM,Moderately Destructive,1,100.0
JRIZCwVdUAM,Highly Destructive,0,0.0
JXOtsZz2TtE,Constructive,0,0.0
JXOtsZz2TtE,Slight/Neutral,0,0.0
JXOtsZz2TtE,Moderately Destructive,1,100.0
JXOtsZz2TtE,Highly Destructive,0,0.0
Jb3bfQdTjUY,Constructive,0,0.0
Jb3bfQdTjUY,Slight/Neutral,0,0.0
Jb3bfQdTjUY,Moderately Destructive,1,100.0
Jb3bfQdTjUY,Highly Destructive,0,0.0
JwnMPaUoSnc,Constructive,0,0.0
JwnMPaUoSnc,Slight/Neutral,1,100.0
JwnMPaUoSnc,Moderately Destructive,0,0.0
JwnMPaUoSnc,Highly Destructive,0,0.0
K4UIQgrNPx0,Constructive,9,56.2
K4UIQgrNPx0,Slight/Neutral,4,25.0
K4UIQgrNPx0,Moderately Destructive,2,12.5
K4UIQgrNPx0,Highly Destructive,1,6.2
KCcugsXF8m8,Constructive,0,0.0
KCcugsXF8m8,Slight/Neutral,1,33.3
KCcugsXF8m8,Moderately Destructive,2,66.7
KCcugsXF8m8,Highly Destructive,0,0.0
KLJBTxmT1Xk,Constructive,2,33.3
KLJBTxmT1Xk,Slight/Neutral,2,33.3
KLJBTxmT1Xk,Moderately Destructive,1,16.7
KLJBTxmT1Xk,Highly Destructive,1,16.7
KMsbDseWv-A,Constructive,1,50.0
KMsbDseWv-A,Slight/Neutral,0,0.0
KMsbDseWv-A,Moderately Destructive,1,50.0
KMsbDseWv-A,Highly Destructive,0,0.0
KNirVat8c98,Constructive,0,0.0
KNirVat8c98,Slight/Neutral,2,18.2
KNirVat8c98,Moderately Destructive,8,72.7
KNirVat8c98,Highly Destructive,1,9.1
Kb2zh_XQMQ8,Constructive,2,40.0
Kb2zh_XQMQ8,Slight/Neutral,2,40.0
Kb2zh_XQMQ8,Moderately Destructive,1,20.0
Kb2zh_XQMQ8,Highly Destructive,0,0.0
Kd4uQE6cVQA,Constructive,0,0.0
Kd4uQE6cVQA,Slight/Neutral,1,100.0
Kd4uQE6cVQA,Moderately Destructive,0,0.0
Kd4uQE6cVQA,Highly Destructive,0,0.0
KrHzZy9TAic,Constructive,0,0.0
KrHzZy9TAic,Slight/Neutral,1,50.0
KrHzZy9TAic,Moderately Destructive,1,50.0
KrHzZy9TAic,Highly Destructive,0,0.0
KyNua7-q36w,Constructive,4,36.4
KyNua7-q36w,Slight/Neutral,4,36.4
KyNua7-q36w,Moderately Destructive,2,18.2
KyNua7-q36w,Highly Destructive,1,9.1
KziN6aJLhMo,Constructive,0,0.0
KziN6aJLhMo,Slight/Neutral,1,100.0
KziN6aJLhMo,Moderately Destructive,0,0.0
KziN6aJLhMo,Highly Destructive,0,0.0
L56NrO7WmN0,Constructive,0,0.0
L56NrO7WmN0,Slight/Neutral,2,100.0
L56NrO7WmN0,Moderately Destructive,0,0.0
L56NrO7WmN0,Highly Destructive,0,0.0
LCCsuE2pG40,Constructive,1,100.0
LCCsuE2pG40,Slight/Neutral,0,0.0
LCCsuE2pG40,Moderately Destructive,0,0.0
LCCsuE2pG40,Highly Destructive,0,0.0
LGZpPSZRig4,Constructive,1,100.0
LGZpPSZRig4,Slight/Neutral,0,0.0
LGZpPSZRig4,Moderately Destructive,0,0.0
LGZpPSZRig4,Highly Destructive,0,0.0
LhbLu-lYQ90,Constructive,0,0.0
LhbLu-lYQ90,Slight/Neutral,2,40.0
LhbLu-lYQ90,Moderately Destructive,3,60.0
LhbLu-lYQ90,Highly Destructive,0,0.0
LrSFLhP9658,Constructive,0,0.0
LrSFLhP9658,Slight/Neutral,0,0.0
LrSFLhP9658,Moderately Destructive,1,100.0
LrSFLhP9658,Highly Destructive,0,0.0
Ltp2dzpyBDE,Constructive,0,0.0
Ltp2dzpyBDE,Slight/Neutral,0,0.0
Ltp2dzpyBDE,Moderately Destructive,1,100.0
Ltp2dzpyBDE,Highly Destructive,0,0.0
Lw7dnOCXWn0,Constructive,2,100.0
Lw7dnOCXWn0,Slight/Neutral,0,0.0
Lw7dnOCXWn0,Moderately Destructive,0,0.0
Lw7dnOCXWn0,Highly Destructive,0,0.0
M1xySs_ZTXk,Constructive,0,0.0
M1xySs_ZTXk,Slight/Neutral,0,0.0
M1xySs_ZTXk,Moderately Destructive,1,100.0
M1xySs_ZTXk,Highly Destructive,0,0.0
MW2ap6osShU,Constructive,1,50.0
MW2ap6osShU,Slight/Neutral,0,0.0
MW2ap6osShU,Moderately Destructive,1,50.0
MW2ap6osShU,Highly Destructive,0,0.0
MgzGOnpQ8M8,Constructive,1,100.0
MgzGOnpQ8M8,Slight/Neutral,0,0.0
MgzGOnpQ8M8,Moderately Destructive,0,0.0
MgzGOnpQ8M8,Highly Destructive,0,0.0
MrmuIDLQWXw,Constructive,0,0.0
MrmuIDLQWXw,Slight/Neutral,2,100.0
MrmuIDLQWXw,Moderately Destructive,0,0.0
MrmuIDLQWXw,Highly Destructive,0,0.0
MxcFoQGpN4s,Constructive,0,0.0
MxcFoQGpN4s,Slight/Neutral,0,0.0
MxcFoQGpN4s,Moderately Destructive,2,100.0
MxcFoQGpN4s,Highly Destructive,0,0.0
NO0Lf0x0vLw,Constructive,0,0.0
NO0Lf0x0vLw,Slight/Neutral,0,0.0
NO0Lf0x0vLw,Moderately Destructive,2,100.0
NO0Lf0x0vLw,Highly Destructive,0,0.0
Natrx8E0AwQ,Constructive,0,0.0
Natrx8E0AwQ,Slight/Neutral,0,0.0
Natrx8E0AwQ,Moderately Destructive,1,100.0
Natrx8E0AwQ,Highly Destructive,0,0.0
NetfaXZLqmw,Constructive,0,0.0
NetfaXZLqmw,Slight/Neutral,2,40.0
NetfaXZLqmw,Moderately Destructive,3,60.0
NetfaXZLqmw,Highly Destructive,0,0.0
O-2CNQg69zo,Constructive,0,0.0
O-2CNQg69zo,Slight/Neutral,2,100.0
O-2CNQg69zo,Moderately Destructive,0,0.0
O-2CNQg69zo,Highly Destructive,0,0.0
O58UoloGd80,Constructive,0,0.0
O58UoloGd80,Slight/Neutral,0,0.0
O58UoloGd80,Moderately Destructive,0,0.0
O58UoloGd80,Highly Destructive,1,100.0
ON0xT0rBeds,Constructive,2,28.6
ON0xT0rBeds,Slight/Neutral,5,71.4
ON0xT0rBeds,Moderately Destructive,0,0.0
ON0xT0rBeds,Highly Destructive,0,0.0
OUDtb-ev8Vk,Constructive,0,0.0
OUDtb-ev8Vk,Slight/Neutral,0,0.0
OUDtb-ev8Vk,Moderately Destructive,0,0.0
OUDtb-ev8Vk,Highly Destructive,1,100.0
OnzO1AbUiak,Constructive,0,0.0
OnzO1AbUiak,Slight/Neutral,0,0.0
OnzO1AbUiak,Moderately Destructive,2,100.0
OnzO1AbUiak,Highly Destructive,0,0.0
P0kMaS6zSNE,Constructive,0,0.0
P0kMaS6zSNE,Slight/Neutral,1,100.0
P0kMaS6zSNE,Moderately Destructive,0,0.0
P0kMaS6zSNE,Highly Destructive,0,0.0
P7RNRZxZTaE,Constructive,0,0.0
P7RNRZxZTaE,Slight/Neutral,2,66.7
P7RNRZxZTaE,Moderately Destructive,0,0.0
P7RNRZxZTaE,Highly Destructive,1,33.3
PLkbKr2OCj8,Constructive,0,0.0
PLkbKr2OCj8,Slight/Neutral,0,0.0
PLkbKr2OCj8,Moderately Destructive,3,100.0
PLkbKr2OCj8,Highly Destructive,0,0.0
PPjRqPUmPvk,Constructive,0,0.0
PPjRqPUmPvk,Slight/Neutral,1,25.0
PPjRqPUmPvk,Moderately Destructive,3,75.0
PPjRqPUmPvk,Highly Destructive,0,0.0
Pan6FY1loT4,Constructive,0,0.0
Pan6FY1loT4,Slight/Neutral,0,0.0
Pan6FY1loT4,Moderately Destructive,1,50.0
Pan6FY1loT4,Highly Destructive,1,50.0
QAMwlVDlzMQ,Constructive,0,0.0
QAMwlVDlzMQ,Slight/Neutral,0,0.0
QAMwlVDlzMQ,Moderately Destructive,0,0.0
QAMwlVDlzMQ,Highly Destructive,1,100.0
QPBO7KVI-TE,Constructive,0,0.0
QPBO7KVI-TE,Slight/Neutral,1,25.0
QPBO7KVI-TE,Moderately Destructive,3,75.0
QPBO7KVI-TE,Highly Destructive,0,0.0
QYgQVU22q6g,Constructive,0,0.0
QYgQVU22q6g,Slight/Neutral,0,0.0
QYgQVU22q6g,Moderately Destructive,2,100.0
QYgQVU22q6g,Highly Destructive,0,0.0
QZ0ftUGFZyE,Constructive,0,0.0
QZ0ftUGFZyE,Slight/Neutral,0,0.0
QZ0ftUGFZyE,Moderately Destructive,4,100.0
QZ0ftUGFZyE,Highly Destructive,0,0.0
Qe00bF4TdjA,Constructive,0,0.0
Qe00bF4TdjA,Slight/Neutral,1,100.0
Qe00bF4TdjA,Moderately Destructive,0,0.0
Qe00bF4TdjA,Highly Destructive,0,0.0
QezmXQhapuk,Constructive,1,20.0
QezmXQhapuk,Slight/Neutral,3,60.0
QezmXQhapuk,Moderately Destructive,0,0.0
QezmXQhapuk,Highly Destructive,1,20.0
QfSMo1voP-Q,Constructive,0,0.0
QfSMo1voP-Q,Slight/Neutral,0,0.0
QfSMo1voP-Q,Moderately Destructive,0,0.0
QfSMo1voP-Q,Highly Destructive,1,100.0
QnSWV1WQf0c,Constructive,0,0.0
QnSWV1WQf0c,Slight/Neutral,1,20.0
QnSWV1WQf0c,Moderately Destructive,3,60.0
QnSWV1WQf0c,Highly Destructive,1,20.0
QoRDSATBf1U,Constructive,0,0.0
QoRDSATBf1U,Slight/Neutral,0,0.0
QoRDSATBf1U,Moderately Destructive,2,66.7
QoRDSATBf1U,Highly Destructive,1,33.3
QpZd_pYnIDo,Constructive,0,0.0
QpZd_pYnIDo,Slight/Neutral,2,25.0
QpZd_pYnIDo,Moderately Destructive,4,50.0
QpZd_pYnIDo,Highly Destructive,2,25.0
Qyds5R3ORmc,Constructive,23,22.3
Qyds5R3ORmc,Slight/Neutral,18,17.5
Qyds5R3ORmc,Moderately Destructive,32,31.1
Qyds5R3ORmc,Highly Destructive,30,29.1
R4LRqEazb18,Constructive,1,100.0
R4LRqEazb18,Slight/Neutral,0,0.0
R4LRqEazb18,Moderately Destructive,0,0.0
R4LRqEazb18,Highly Destructive,0,0.0
RDEH0GnelI0,Constructive,1,100.0
RDEH0GnelI0,Slight/Neutral,0,0.0
RDEH0GnelI0,Moderately Destructive,0,0.0
RDEH0GnelI0,Highly Destructive,0,0.0
RPfktIoeJO8,Constructive,1,100.0
RPfktIoeJO8,Slight/Neutral,0,0.0
RPfktIoeJO8,Moderately Destructive,0,0.0
RPfktIoeJO8,Highly Destructive,0,0.0
RU_vmGjwEBk,Constructive,0,0.0
RU_vmGjwEBk,Slight/Neutral,0,0.0
RU_vmGjwEBk,Moderately Destructive,1,100.0
RU_vmGjwEBk,Highly Destructive,0,0.0
RZA5yDMv4KY,Constructive,0,0.0
RZA5yDMv4KY,Slight/Neutral,0,0.0
RZA5yDMv4KY,Moderately Destructive,1,100.0
RZA5yDMv4KY,Highly Destructive,0,0.0
Re5v1wRu_4o,Constructive,0,0.0
Re5v1wRu_4o,Slight/Neutral,0,0.0
Re5v1wRu_4o,Moderately Destructive,2,100.0
Re5v1wRu_4o,Highly Destructive,0,0.0
Rkr1ikvk3J8,Constructive,0,0.0
Rkr1ikvk3J8,Slight/Neutral,1,100.0
Rkr1ikvk3J8,Moderately Destructive,0,0.0
Rkr1ikvk3J8,Highly Destructive,0,0.0
RlLBt2OYHH8,Constructive,0,0.0
RlLBt2OYHH8,Slight/Neutral,3,75.0
RlLBt2OYHH8,Moderately Destructive,1,25.0
RlLBt2OYHH8,Highly Destructive,0,0.0
RlUlahGaYnM,Constructive,0,0.0
RlUlahGaYnM,Slight/Neutral,0,0.0
RlUlahGaYnM,Moderately Destructive,1,100.0
RlUlahGaYnM,Highly Destructive,0,0.0
S1ed7jbjNc4,Constructive,1,33.3
S1ed7jbjNc4,Slight/Neutral,1,33.3
S1ed7jbjNc4,Moderately Destructive,1,33.3
S1ed7jbjNc4,Highly Destructive,0,0.0
SAXdmURfez0,Constructive,0,0.0
SAXdmURfez0,Slight/Neutral,0,0.0
SAXdmURfez0,Moderately Destructive,1,100.0
SAXdmURfez0,Highly Destructive,0,0.0
SLXIw_osXzE,Constructive,0,0.0
SLXIw_osXzE,Slight/Neutral,0,0.0
SLXIw_osXzE,Moderately Destructive,1,100.0
SLXIw_osXzE,Highly Destructive,0,0.0
SNPVV5Ov1Qc,Constructive,2,66.7
SNPVV5Ov1Qc,Slight/Neutral,0,0.0
SNPVV5Ov1Qc,Moderately Destructive,1,33.3
SNPVV5Ov1Qc,Highly Destructive,0,0.0
STGMi7ZpGZ8,Constructive,5,27.8
STGMi7ZpGZ8,Slight/Neutral,7,38.9
STGMi7ZpGZ8,Moderately Destructive,5,27.8
STGMi7ZpGZ8,Highly Destructive,1,5.6
SprMcgfgqYI,Constructive,0,0.0
SprMcgfgqYI,Slight/Neutral,3,50.0
SprMcgfgqYI,Moderately Destructive,3,50.0
SprMcgfgqYI,Highly Destructive,0,0.0
T4QMZxnHP5Q,Constructive,1,50.0
T4QMZxnHP5Q,Slight/Neutral,0,0.0
T4QMZxnHP5Q,Moderately Destructive,0,0.0
T4QMZxnHP5Q,Highly Destructive,1,50.0
TB9dG9luTr4,Constructive,2,50.0
TB9dG9luTr4,Slight/Neutral,0,0.0
TB9dG9luTr4,Moderately Destructive,1,25.0
TB9dG9luTr4,Highly Destructive,1,25.0
TCsFQpwiFSs,Constructive,0,0.0
TCsFQpwiFSs,Slight/Neutral,0,0.0
TCsFQpwiFSs,Moderately Destructive,1,100.0
TCsFQpwiFSs,Highly Destructive,0,0.0
TI0T1pGMPUM,Constructive,0,0.0
TI0T1pGMPUM,Slight/Neutral,1,50.0
TI0T1pGMPUM,Moderately Destructive,1,50.0
TI0T1pGMPUM,Highly Destructive,0,0.0
TQeGkuKb2sc,Constructive,1,100.0
TQeGkuKb2sc,Slight/Neutral,0,0.0
TQeGkuKb2sc,Moderately Destructive,0,0.0
TQeGkuKb2sc,Highly Destructive,0,0.0
TTt-wJtdRRY,Constructive,0,0.0
TTt-wJtdRRY,Slight/Neutral,0,0.0
TTt-wJtdRRY,Moderately Destructive,1,100.0
TTt-wJtdRRY,Highly Destructive,0,0.0
TcEuuL6iTF0,Constructive,2,33.3
TcEuuL6iTF0,Slight/Neutral,2,33.3
TcEuuL6iTF0,Moderately Destructive,2,33.3
TcEuuL6iTF0,Highly Destructive,0,0.0
TtX1dH3rRqU,Constructive,4,16.7
TtX1dH3rRqU,Slight/Neutral,6,25.0
TtX1dH3rRqU,Moderately Destructive,10,41.7
TtX1dH3rRqU,Highly Destructive,4,16.7
Tt_Og1CUsrg,Constructive,0,0.0
Tt_Og1CUsrg,Slight/Neutral,1,100.0
Tt_Og1CUsrg,Moderately Destructive,0,0.0
Tt_Og1CUsrg,Highly Destructive,0,0.0
TzFs169aStY,Constructive,0,0.0
TzFs169aStY,Slight/Neutral,0,0.0
TzFs169aStY,Moderately Destructive,1,100.0
TzFs169aStY,Highly Destructive,0,0.0
UKCTnQpcqPE,Constructive,0,0.0
UKCTnQpcqPE,Slight/Neutral,0,0.0
UKCTnQpcqPE,Moderately Destructive,3,100.0
UKCTnQpcqPE,Highly Destructive,0,0.0
UKEQ2dZz_fo,Constructive,0,0.0
UKEQ2dZz_fo,Slight/Neutral,0,0.0
UKEQ2dZz_fo,Moderately Destructive,2,100.0
UKEQ2dZz_fo,Highly Destructive,0,0.0
UQsevMhswEs,Constructive,3,60.0
UQsevMhswEs,Slight/Neutral,1,20.0
UQsevMhswEs,Moderately Destructive,0,0.0
UQsevMhswEs,Highly Destructive,1,20.0
UfLl13U--Sk,Constructive,1,50.0
UfLl13U--Sk,Slight/Neutral,0,0.0
UfLl13U--Sk,Moderately Destructive,1,50.0
UfLl13U--Sk,Highly Destructive,0,0.0
UpnMazw8xRc,Constructive,1,14.3
UpnMazw8xRc,Slight/Neutral,2,28.6
UpnMazw8xRc,Moderately Destructive,2,28.6
UpnMazw8xRc,Highly Destructive,2,28.6
Uq_tXqrhkus,Constructive,0,0.0
Uq_tXqrhkus,Slight/Neutral,1,100.0
Uq_tXqrhkus,Moderately Destructive,0,0.0
Uq_tXqrhkus,Highly Destructive,0,0.0
UtCABXcDf9s,Constructive,0,0.0
UtCABXcDf9s,Slight/Neutral,0,0.0
UtCABXcDf9s,Moderately Destructive,1,100.0
UtCABXcDf9s,Highly Destructive,0,0.0
Uv9iR4HWSIw,Constructive,0,0.0
Uv9iR4HWSIw,Slight/Neutral,1,50.0
Uv9iR4HWSIw,Moderately Destructive,1,50.0
Uv9iR4HWSIw,Highly Destructive,0,0.0
V-P1-JGsIkk,Constructive,0,0.0
V-P1-JGsIkk,Slight/Neutral,0,0.0
V-P1-JGsIkk,Moderately Destructive,1,100.0
V-P1-JGsIkk,Highly Destructive,0,0.0
V2HStkIjtxQ,Constructive,0,0.0
V2HStkIjtxQ,Slight/Neutral,0,0.0
V2HStkIjtxQ,Moderately Destructive,3,100.0
V2HStkIjtxQ,Highly Destructive,0,0.0
V4oXilJcdIM,Constructive,1,33.3
V4oXilJcdIM,Slight/Neutral,0,0.0
V4oXilJcdIM,Moderately Destructive,1,33.3
V4oXilJcdIM,Highly Destructive,1,33.3
VBgm8XHHmqI,Constructive,0,0.0
VBgm8XHHmqI,Slight/Neutral,0,0.0
VBgm8XHHmqI,Moderately Destructive,1,100.0
VBgm8XHHmqI,Highly Destructive,0,0.0
VBqyp3R_6EY,Constructive,1,100.0
VBqyp3R_6EY,Slight/Neutral,0,0.0
VBqyp3R_6EY,Moderately Destructive,0,0.0
VBqyp3R_6EY,Highly Destructive,0,0.0
VCFVfF4ktUs,Constructive,0,0.0
VCFVfF4ktUs,Slight/Neutral,0,0.0
VCFVfF4ktUs,Moderately Destructive,1,100.0
VCFVfF4ktUs,Highly Destructive,0,0.0
VE5e_ljOpc4,Constructive,3,50.0
VE5e_ljOpc4,Slight/Neutral,0,0.0
VE5e_ljOpc4,Moderately Destructive,3,50.0
